Размер,Раздел,Категория,Бренд,Материал одежды,Цвет,Состояние товара,Продавец,Скидка,Цена,Описание,Материал футболок
INT_M/L,Мужское,Майки,RICK OWENS,missing_label,Черный,Новое с биркой,Частный продавец,0.0,34670.0,"rick owens drkshdw loose tank black майка новая, с бирками. размеры в наличии: m l",Другое
INT_M,Мужское,Худи и толстовки,CLOT,Хлопок,Серый,Новое с биркой,Частный продавец,0.0,12000.0,"обращаем ваше внимание: наш ассортимент постоянно обновляется, поэтому перед оформлением заказа, пожалуйста, свяжитесь с нами под карточкой товара, чтобы уточнить наличие интересующего вас товара. благодарим за понимание. мы являемся частным продавцом с возможностью возврата в течении 3-х дней после получения заказа передаем ваши заказы строго на следующий день после оформления заказа",missing_label
INT_M,Мужское,Худи и толстовки,POLO RALPH LAUREN,Хлопок,Коричневый,Отличное состояние,Частный продавец,0.0,11000.0,"продаю зип-худи polo ralph lauren коричневого цвета, размер m. изготовлено из 77% хлопка и 23% полиэстера, что обеспечивает комфорт и долговечность. на левом рукаве фирменный логотип бренда. длина изделия — 66 см; ширина под мышками — 58 см; длина рукава от плеча — 64 см, плечи 48 см. состояние отличное",missing_label
INT_M,Мужское,Худи и толстовки,CARHARTT,Полиэстер,Белый,Новое с биркой,Частный продавец,0.0,15200.0,"обращаем ваше внимание: наш ассортимент постоянно обновляется, поэтому перед оформлением заказа, пожалуйста, свяжитесь с нами под карточкой товара, чтобы уточнить наличие интересующего вас товара. благодарим за понимание. мы являемся частным продавцом с возможностью возврата в течении 3-х дней после получения заказа передаем ваши заказы строго на следующий день после оформления заказа",missing_label
INT_M,Мужское,Худи и толстовки,CARHARTT,Полиэстер,Белый,Новое с биркой,Ресейл магазин,0.0,15200.0,"обращаем ваше внимание: наш ассортимент постоянно обновляется, поэтому перед оформлением заказа, пожалуйста, свяжитесь с нами под карточкой товара, чтобы уточнить наличие интересующего вас товара. благодарим за понимание. мы являемся частным продавцом с возможностью возврата в течении 3-х дней после получения заказа передаем ваши заказы строго на следующий день после оформления заказа",missing_label
IT_48/50,Мужское,Повседневные брюки,SAINT LAURENT,Шелк,Коричневый,Новое с биркой,Бутик,37.0,274268.0,silk 100%silk,missing_label
INT_M/XL,Мужское,Плавки,STONE ISLAND,Полиамид,Синий,Новое с биркой,Бутик,16.0,21415.0,"nylon metal stone island swimshorts, structure composed of iridescent fabric made from regenerated econyl yarns. the silhouette is developed with an elasticized waist and inner drawstring, nylon mesh lining and regular lines. the pattern is garment dyed through a dual-color process. it features slanted side pockets and a back pocket with hidden zipper under fixed flap. || - stone island compass logo applied on the left leg - elasticized mid-rise waist with internal drawstring - slanted hip pockets - back pocket with hidden zipper under flap - nylon mesh inner lining - iridescent nylon metal fabric made from reclaimed econyl yarns - environmentally sustainable product - regular fit",missing_label
INT_M,Мужское,Куртки,MONCLER,Полиамид,Синий,Новое с биркой,Бутик,15.0,87854.0,"moncler's lightweight ""tricot"" down jacket, constructed from a fine 5-gauge cotton knit, features a front structure enriched with down filling inserted in a micro chic lining. the high-neck design with zipper closure offers a compact, streamlined silhouette. the workmanship is finished with embroidered details, while welt pockets integrate functional elements to the garment. || - long sleeves - high collar - zipper closure - down-filled front - micro chic lining - welt pockets - embroidered details - regular fit",missing_label
EU_50/52,Мужское,Куртки,BOTTEGA VENETA,Полиамид,Темно-синий,Новое с биркой,Ресейл магазин,0.0,380000.0,куртка,missing_label
INT_XL,Мужское,Худи и толстовки,CLOT,Хлопок,Черный,Новое с биркой,Частный продавец,0.0,12000.0,"обращаем ваше внимание: наш ассортимент постоянно обновляется, поэтому перед оформлением заказа, пожалуйста, свяжитесь с нами под карточкой товара, чтобы уточнить наличие интересующего вас товара. благодарим за понимание. мы являемся частным продавцом с возможностью возврата в течении 3-х дней после получения заказа передаем ваши заказы строго на следующий день после оформления заказа",missing_label
INT_2XL,Мужское,Футболки,CLOT,missing_label,Белый,Новое с биркой,Частный продавец,0.0,10000.0,"обращаем ваше внимание: наш ассортимент постоянно обновляется, поэтому перед оформлением заказа, пожалуйста, свяжитесь с нами под карточкой товара, чтобы уточнить наличие интересующего вас товара. благодарим за понимание. мы являемся частным продавцом с возможностью возврата в течении 3-х дней после получения заказа передаем ваши заказы строго на следующий день после оформления заказа",Хлопок-полиэстер
JEANS_33,Мужское,Повседневные брюки,STONE ISLAND,Хлопок,Антрацит,Новое с биркой,Частный продавец,0.0,50000.0,"брюки карго stone island ghost piece абсолютно новые, с бирками размер: 33w (l-xl)",missing_label
INT_M/XL,Мужское,Куртки,JORDAN,Полиэстер,Синий,Новое с биркой,Частный продавец,0.0,15600.0,"обращаем ваше внимание: наш ассортимент постоянно обновляется, поэтому перед оформлением заказа, пожалуйста, свяжитесь с нами под карточкой товара, чтобы уточнить наличие интересующего вас товара. благодарим за понимание. мы являемся частным продавцом с возможностью возврата в течении 3-х дней после получения заказа передаем ваши заказы строго на следующий день после оформления заказа",missing_label
JEANS_32,Мужское,Повседневные брюки,STONE ISLAND SHADOW PROJECT,Другое,Черный,Отличное состояние,Частный продавец,0.0,25000.0,"штаны stone island shade project, состояние отличное, размер w32, нюанс 7.8 фото",missing_label
INT_S/M/L/XL/2XL,Мужское,Поло с коротким рукавом,MONCLER,missing_label,Синий,Новое с биркой,Бутик,5.0,31859.0,"moncler button and logo polo shirt with cotton pique construction. the weave features a compact, breathable structure, and the classic collar supports a front button closure. the silhouette maintains straight lines and a defined shape, with short sleeves offering an essential trim. the moncler logo is applied at the front through a recognizable tricolor patch. || - moncler tricolor logo patch - short sleeves - cotton pique - classic collar - front button closure - regular fit",Хлопок
JEANS_31/33,Мужское,Повседневные брюки,STONE ISLAND,Хлопок,Черный,Новое с биркой,Бутик,19.0,43356.0,"stone island logo cargo pants made of stretch cotton twill. the construction highlights contoured knees and a regular tapered silhouette. the design features vertical pockets with concealed zippers and gusseted cargo pockets with flaps and concealed double snaps. back pockets with fixed flap and snap closure, reinforced inner waistband with contrast lining, front button closure and zippered flap. || - stone island badge on left cargo pocket - mid-rise waist - vertical front pockets with concealed zipper - gusseted cargo pockets with flap and concealed double snaps - back pockets with fixed flap and hidden snap button - contoured knees - reinforced inner waistband with contrasting lining - front button and zipper closure - regular fit",missing_label
INT_S,Мужское,Футболки,OVO by Drake,missing_label,Белый,Новое с биркой,Частный продавец,25.0,13500.0,"october's very own x playstation wireframe t-shirt размер: s, свободный крой заявленные замеры: длина: 72см, ширина в груди: 55см — 235г хлопок джерси — принт с обеих сторон и на рукаве коллаборация бренда дрейка - ovo с playstation абсолютно новая с бирками, оригинал. эксклюзивный релиз для канады. распродана в первый день продаж. больше редких вещей в профиле.",Хлопок
INT_L,Мужское,Худи и толстовки,OVO by Drake,Хлопок,Черный,Новое с биркой,Частный продавец,23.0,54000.0,"2024 october's very own international meixico chenille og owl размер: l - свободный крой длина: 71см, ширина в груди: 61см великолепное качество, плотный хлопок 400г/м² вышитое шенилл (нити с мягким ворсом) лого спереди. made in canada 🇨🇦 лимитированная коллекция канадского бренда, основанного исполнителем drake. классика в новой интерпретации. архивное худи 2024 года, покупалось лично в канаде, моментально распродано. самая востребованная вещь бренда. больше редких вещей смотрите в моём профиле 📈",missing_label
INT_XL,Мужское,Худи и толстовки,OVO by Drake,Хлопок,Голубой,Новое с биркой,Частный продавец,6.0,22500.0,"october's very own garment dyed full-zip hoodie цвет: granite размер: xl - свободный крой длина по спине: 73,5см, ширина в груди: 65см плотный 420 г/м² cotton fleece; окрашено по технологии garment dyed лого спереди вышито. абсолютно новая вещь. базовое зип-худи прекрасного качества от канадского бренда, основанного исполнителем drake. покупалось лично в канаде. в профиле есть базовые коллекции по хорошей цене, а также эксклюзивные коллаборации с брендами, которые вы не найдете в россии, а некоторые в мире. подписывайтесь, обновления регулярные.",missing_label
INT_XL,Мужское,Футболки,OVO by Drake,missing_label,Зеленый,Новое с биркой,Частный продавец,20.0,12000.0,"october's very own collegiate t-shirt цвет: midnight green размер: xl свободный крой, замеры указаны на последнем фото. 🪡 качественный хлопок, плотностью 190г/м² 🪡 made in portugal 🇵🇹 абсолютно новые, в наличии. базовая коллекция прекрасного качества от бренда october's very own канадского исполнителя drake. размеры и цвета периодически пополняются. цвета от сезона могут меняться. все вещи, представленные в моём профиле являются оригинальными. есть как базовые коллекции по отличным ценам, так и редкие архивы прошлых годов из личной коллекции.",Хлопок
INT_L,Мужское,Футболки,OVO by Drake,missing_label,Зеленый,Новое с биркой,Частный продавец,40.0,18000.0,"october's very own x nfl philadelphia eagles og owl tee размеры: l - свободный крой абсолютно новая вещь. все вещи, представленные в профиле - оригинал культовая и очень лимитированная коллекция от канадского бренда в сотрудничестве с национальной футбольной лигой. вторую такую в россии вы точно не найдёте другие редкие вещи смотрите в профиле 📈",Хлопок
INT_L,Мужское,Футболки,OVO by Drake,missing_label,Голубой,Новое с биркой,Частный продавец,0.0,23000.0,"october's very own drake some sexy songs 4u collegiate t-shirt размер: l - свободный крой длина по спине: 74см, ширина в груди: 59см хлопок джерси плотностью 190г/м² made in canada 🇨🇦 абсолютно новые, оригинал. были доступны только по предзаказу в конце марта в официальном магазине сша и канады. срок ожидания составлял примерно полгода. коллекция посвящена совместному альбому drake & partynextdoor - some sexy songs 4u. эксклюзив. другие размеры и вещи этого бренда в моём профиле.",Хлопок
IT_48/50/52,Мужское,Пиджаки,CIRCOLO 1901,Хлопок-эластан,Хаки,Новое с биркой,Бутик,36.0,53801.0,circolo giacche,missing_label
INT_L,Мужское,Куртки,NIKE,Полиэстер,Коричневый,Новое с биркой,Частный продавец,22.0,47000.0,"nike x nocta sunset puffer jacket цвет: темно-коричневый размер: l модель на фото 193 см, вес 79 кг в этом размере. на параметры меньше сядет свободно или оверсайз. 🪡 материал верха и подкладки: 100 % полиэстер; 🪡 наполнение: гусиный пух 800 fill count; 🪡 карманы для рук на молнии, внутренний боковой карман 🪡 эластичный пояс для регулировки, а также застежка на рукавах с брендингом. абсолютно новый, разумеется оригинал. легендарный пуховик sunset от суббренда найки - nocta в сотрудничестве с дрейком.",missing_label
INT_M,Мужское,Шорты,JACQUEMUS,Лен,Коричневый,Новое с биркой,Частный продавец,50.0,50000.0,"новые льняные шорты jacquemus long shorts dark brown размер: 48int (международный м) сезон: ss23 изначальная стоимость в бутике: около 500€ абсолютно новые оригинальные шорты. модель унисекс, подходит и для мужчин, и для женщин. из нюансов - две небольшие зацепки на ткани на задней части. (последнее фото). от этого и такая цена, вдвое ниже официальной цены в бутике. зацепки видны только при хорошем освещении при детальном рассмотрении. если носить с футболкой, то она полностью скрывает затяжки. куплены через байера, но во время доставки получили данные повреждения. баер решать вопрос отказался, продаю значительно дешевле, чем шорты куплены первоначально.",missing_label
IT_54,Мужское,Джемперы и свитеры,FAY,Шерсть,Черный,Новое с биркой,Бутик,43.0,27662.0,fay maglie,missing_label
INT_XL,Мужское,Повседневные брюки,NIKE,Хлопок,Бежевый,Новое с биркой,Частный продавец,17.0,10000.0,"nike sportswear essentials series cargo pants women's white \ beige размер: xl-женский - по бирке l - мужской - по факту на рост ~175-183см. новые, но без бирок и упаковки. были заказаны для себя, но после примерки оказались малы.",missing_label
INT_M,Мужское,Повседневные брюки,FEAR OF GOD ESSENTIALS,Хлопок,Бежевый,Новое с биркой,Частный продавец,17.0,10000.0,"спортивные штаны fear of god essentials essentials sweatpants wheat размер по бирке: м новые, но без бирок и упаковки. были заказаны для себя, но после примерки оказались малы. бирки и упаковку непредусмотрительно выкинули раньше. цена на новые начинается от 25.000₽, отдаю по минимально возможной цене",missing_label
IT_54/56,Мужское,Джемперы и свитеры,FAY,Шерсть,Черный,Новое с биркой,Бутик,43.0,27662.0,fay maglie,missing_label
INT_M/L/XL/2XL,Мужское,Футболки,HERNO,missing_label,Коричневый,Новое с биркой,Бутик,25.0,21415.0,herno t-shirt e polo marrone scuro,Вискоза
INT_M/L,Мужское,Кэжуал рубашки,BALENCIAGA,missing_label,Бордовый,Новое с биркой,Бутик,35.0,164561.0,"the zip shirt in cotton-blend flannel by balenciaga features a checked pattern with distressed-effect details that give the piece a contemporary edge. it is designed with a high collar with zip, seven front buttons, a chest patch pocket, and long sleeves with buttoned cuffs. the style is finished with a rounded hem, balenciaga-engraved buttons, and an embroidered logo on the right sleeve. sku: 850813tlm09_6164 season: ss26 fit: oversize composition: general 55% polyester 45% cotton made in italy",missing_label
INT_S/M/L,Мужское,Кэжуал рубашки,PRADA,missing_label,Голубой,Новое с биркой,Бутик,22.0,142620.0,"the striped re-nylon shirt by prada is a modern and functional garment made from re-nylon, an innovative and sustainable material. the classic collar and metal zip front closure add a contemporary touch, while the long sleeves and adjustable buttoned cuffs ensure a versatile fit. a patch pocket on the chest, featuring prada's conceptual triangular logo, adds a distinctive detail. the straight hem and striped pattern complete the design, making this shirt a perfect blend of elegance and practicality. sku: sc855sooo189h_f0w81 season: ss26 fit: regular composition: general 100% polyamide made in italy",missing_label
INT_S/M/XL,Мужское,Кэжуал рубашки,PRADA,missing_label,Мульти,Новое с биркой,Бутик,22.0,142620.0,"the printed bowling shirt with “cabin” print and oversized fit by prada reinterprets retro aesthetics through relaxed volumes and contemporary proportions. the bowling collar shapes the silhouette with effortless attitude, while the chest patch pocket and the rear triangle logo add iconic and recognizable details. the fluid construction enhances movement, making this shirt by prada a distinctive piece with confident character. sku: ucs414sumo184f_f0011 season: ss26 fit: oversize composition: general 100% cotton made in italy",missing_label
INT_S/M/L,Мужское,Повседневные брюки,PRADA,Хлопок-эластан,Черный,Новое с биркой,Бутик,22.0,142620.0,"the drawstring pants by prada are defined by a clean silhouette and a slim fit that enhances the figure. they feature a drawstring waistband and internal drawstring at the hem, side topstitching and a zip pocket. the enameled metal triangle logo completes the design with an iconic and distinctive touch. sku: ujp209swmo152z_f0002 season: ss26 fit: regular composition: general 92% cotton 8% elastane made in italy",missing_label
INT_M,Мужское,Худи и толстовки,STONE ISLAND,Другое,Другое,Отличное состояние,Частный продавец,0.0,20000.0,худи stone island артикул: 761564151 размер в наличии: m - отличное состояние,missing_label
INT_S,Мужское,Куртки,STONE ISLAND,Другое,Другое,Отличное состояние,Частный продавец,0.0,27500.0,шерстяная куртка stone island артикул: 6515530d7 размер в наличии: s - капюшон убирается в воротник - отличное состояние,missing_label
INT_M,Мужское,Худи и толстовки,JACQUEMUS,Другое,Другое,Отличное состояние,Частный продавец,0.0,20000.0,худи jacquemus размер в наличии: м - идеальное состояние,missing_label
IT_42,Мужское,Зауженные джинсы,BILLIONAIRE,missing_label,Темно-синий,Отличное состояние,Частный продавец,62.0,90000.0,"джинсы в отличном состоянии, следов носки нет, фурнитура без царапин.",missing_label
IT_46-48,Мужское,Повседневные брюки,RICK OWENS,Полиэстер,Коричневый,Отличное состояние,Частный продавец,77.0,69900.0,"rick owens mainline карго-брюки, основная линия, прямая посадка, цвет dust. вещь выполнена из редкого для данной модели полиэстера (как военные брюки, но с мотней сзади, в традиции rick owens), носились очень редко, состояние близкое к новым! фит посадки на посленем фото! размер по бирке 46 (большемерят). замеры: пояс - 34 см (растягивается до 47 см); высота посадки — 52 см; длина — 106 см.",missing_label
INT_2XL,Мужское,Худи и толстовки,CELINE,Хлопок,Черный,Отличное состояние,Частный продавец,26.0,90000.0,"- celine hood logo zip hoodie - made in italy - «carry-over» модель бренда, актуальна в каждой новой коллекции - гравировка на люверсах и металлических наконечниках шнурков - фирменная металлическая фурнитура с логотипом бренда - состояние новой, комплект с навесными бирками и чеком из официального бутика - xxl размер по бирке, подойдёт на l-xl - худи унисекс - замеры и любые дополнительные фотографии предоставлю",missing_label
INT_S,Мужское,Классические брюки,PRADA,Синтетика,Темно-синий,Отличное состояние,Частный продавец,0.0,17000.0,"брюки red tab prada sport 2006 состояние: отличное. размер: 46 it *другие замеры уточняйте полупояс 38, длина 104 функциональные молнии снизу штанин. высокая талия, прямой силуэт. red tab снизу штанины. полиэстер. made in italy. винтаж все товары, размещённые в профиле - исключительно оригинал. предложите свою цену, всегда идем навстречу клиенту.",missing_label
INT_S/M/L,Мужское,Худи и толстовки,New Era,Хлопок-эластан,Синий,Новое с биркой,Частный продавец,0.0,12400.0,"обращаем ваше внимание: наш ассортимент постоянно обновляется, поэтому перед оформлением заказа, пожалуйста, свяжитесь с нами под карточкой товара, чтобы уточнить наличие интересующего вас товара. благодарим за понимание. мы являемся частным продавцом с возможностью возврата в течении 3-х дней после получения заказа передаем ваши заказы строго на следующий день после оформления заказа",missing_label
INT_S/M/XL,Мужское,Кэжуал рубашки,PRADA,missing_label,Мульти,Новое с биркой,Бутик,22.0,142620.0,"the oversized wave print shirt by prada, crafted from stiff cotton, features short sleeves and a button closure for a comfortable, modern fit. the bowling collar and chest pocket add a touch of distinctive style, while the triangular logo on the front completes the design with an iconic detail of the brand. perfect for a casual yet refined look, this shirt is ideal for those looking for a bold and contemporary style. sku: ucs414sumo184h_f0089 season: ss26 fit: regular composition: general 100% cotton made in italy",missing_label
INT_L,Мужское,Майки,ZEGNA,missing_label,Черный,Отличное состояние,Частный продавец,0.0,40000.0,"футболка мужская от итальянского бренда zegna, размер l, цвет черный( фото не получилось передать реальный цвет), состав: 95% шерсть и 5% эластин , длина по спинке-74 см, под рукавом 54см, ширина рукава 18 см",Хлопок-шерсть
INT_L,Мужское,Шорты,POLO RALPH LAUREN,Полиэстер,Серый,Отличное состояние,Частный продавец,0.0,10000.0,мужские повседневные шорты серого цвета от бренда polo ralph lauren. эта модель выполнена в спортивном стиле из мягкого трикотажа (часто используется технология double-knit). характерной деталью является вышитый логотип игрока в поло контрастного цвета на левой штанине. материал: зачастую смесь хлопка и полиэстера для комфорта и долговечности. детали: эластичный пояс с регулируемым шнурком-завязкой черного цвета и боковые карманы. стиль: повседневный (casual) или спортивный. замеры: полупояс 47- 54см длина 52см выход штанины 30см посадка 30см,missing_label
INT_M/L,Мужское,Куртки,NIKE,Полиэстер,Зеленый,Новое с биркой,Частный продавец,0.0,15600.0,"nike sports life collection артикул : dq4921-334 обращаем ваше внимание: наш ассортимент постоянно обновляется, поэтому перед оформлением заказа, пожалуйста, свяжитесь с нами под карточкой товара, чтобы уточнить наличие интересующего вас товара.благодарим за понимание. мы являемся частным продавцом с возможностью возврата в течении 3-х дней после получения заказа передаем ваши заказы строго на следующий день после оформления заказа",missing_label
EU_50,Мужское,Повседневные брюки,BRUNELLO CUCINELLI,Лен,Серый,Отличное состояние,Частный продавец,51.0,65000.0,"продаю новые мужские брюки от люксового итальянского бренда brunello cucinelli, не подошел размер. модель выполнена в расслабленном стиле с кулиской (шнурком) на поясе, что обеспечивает идеальную посадку и комфорт. готов к торгу, пишите вопросы",missing_label
INT_L,Мужское,Джемперы и свитеры,Enfants Riches Déprimés,Хлопок,Черный,Отличное состояние,Частный продавец,12.0,170000.0,"•enfants riches deprimes mussolini sweatshirt -sis m , oversized -двойной слой -необработанные края -безумно красивая посадка -имеет карман , как на худи",missing_label
INT_M/XL,Мужское,Кэжуал рубашки,PRADA,missing_label,Мульти,Новое с биркой,Бутик,22.0,142620.0,"the printed cotton bowling shirt by prada stands out for an oversized silhouette that interprets contemporary design with a graphic attitude. the shirt model by prada features a bowling collar and short sleeves that define the structure of the garment. the “cyclamen” floral print enriches the surface with a modern and distinctive motif. a chest pocket, mother-of-pearl button closure and the triangle logo on the back complete the printed cotton bowling shirt by prada with a balance of style and functionality. sku: ucs414sumo19gy_f0n86 season: ss26 fit: regular composition: general 100% cotton made in italy",missing_label
INT_S,Мужское,Классические рубашки,POLO RALPH LAUREN,missing_label,Голубой,Отличное состояние,Частный продавец,0.0,10000.0,рубашка ральф лорен размер с состояние отличное,missing_label
INT_M,Мужское,Куртки,HUGO BOSS,Полиуретан,Коричневый,Отличное состояние,Частный продавец,0.0,10000.0,"мужская полевая куртка (field jacket) hugo boss из полиуретана в коричневом цвете. характеристики изделия бренд: hugo boss. материал: полиуретан (pu) с фактурой, напоминающей вощеную ткань или кожу с покрытием. ключевые особенности: воротник-стойка со скрытым капюшоном. множество внешних карманов: четыре на молнии и два с клапанами на кнопках. регулируемые манжеты и подол для индивидуальной посадки. внутренние карманы на молнии для безопасного хранения вещей. замеры: плечи 49см подмышки 55см рукав 62см длина по спине 65см подол 52см",missing_label
INT_S/M/L/XL,Мужское,Кэжуал рубашки,PRADA,missing_label,Голубой,Новое с биркой,Бутик,22.0,142620.0,"the cotton shirt with floral print by prada combines elegance and contemporary style in a distinctive piece. made from lightweight cotton, it features short sleeves, an all-over floral print, a left-side chest pocket, and a front closure with mother-of-pearl buttons. the bowling collar is accented with the signature prada logo stitched on the back, while the overall design ensures a refined and versatile look, perfect for summer and casual-chic outfits. sku: ucs414sumo19gu_f0el0 season: ss26 fit: regular composition: general 76% cotton 24% silk made in italy",missing_label
JEANS_32/33/34/36/38,Мужское,Зауженные джинсы,ETRO,missing_label,Темно-синий,Новое с биркой,Бутик,32.0,42830.0,etro pantaloni,missing_label
INT_S/L/XL,Мужское,Кэжуал рубашки,PRADA,missing_label,Мульти,Новое с биркой,Бутик,22.0,142620.0,"the patterned bowling shirt by prada combines iconic style and refined details in a contemporary piece. featuring an all-over print, a boxy fit, bowling collar, and wide short sleeves, it includes a classic chest pocket, straight hem, and front closure with mother-of-pearl buttons. the fabric triangular logo on the back completes the design, making it perfect for sophisticated casual-chic looks. sku: ucs414sumo19gw_f0s8v season: ss26 fit: regular composition: general 76% cotton 24% silk made in italy",missing_label
IT_46/48/50,Мужское,Кэжуал рубашки,GIORGIO ARMANI,missing_label,Черный,Новое с биркой,Бутик,45.0,208444.0,"the chevron viscose twill shirt by giorgio armani is crafted from fluid fabric featuring a tone on tone pattern across the entire surface. it is defined by a visible front button fastening and a clean, versatile silhouette. designed to be worn as a lightweight outer layer or as a classic shirt, it completes early season looks with the refined touch of giorgio armani. sku: gm003421te20683_uc001 season: ss26 fit: oversize composition: general 100% viscose made in italy",missing_label
INT_S/L,Мужское,Куртки,BURBERRY,Полиамид,Темно-синий,Новое с биркой,Бутик,28.0,159120.0,casual jkts артикул: 8123123_a1222 сезон: ss26 состав: общий 100% полиамид сделано в румынии,missing_label
INT_S/M/L,Мужское,Повседневные брюки,RALPH LAUREN,Хлопок,Синий,Новое с биркой,Бутик,16.0,18168.0,ralph lauren брюки,missing_label
INT_M/L,Мужское,Кардиганы,GIVENCHY,Шерсть,Черный,Новое с биркой,Бутик,38.0,186503.0,"the stretch wool-blend cardigan by givenchy blends comfort with contemporary design. featuring a front zip closure, it is defined by a slightly raised collar that enhances the clean silhouette. elasticated ribbed cuffs and hem ensure a comfortable fit, while two welt pockets add practicality. the givenchy lettering on the back completes the piece with a distinctive and modern signature. sku: bmk00r4ynu_004 season: ss26 fit: regular composition: general 67% wool 24% polypropylene 8% nylon 1% elastane made in italy",missing_label
INT_XS,Мужское,Куртки,DOLCE&GABBANA,Полиэстер,Черный,Отличное состояние,Частный продавец,18.0,165000.0,"двустороння куртка dolce&gabbana размер по маркировке хs, но покупали на 48(m) на рост 175.",missing_label
INT_M/L,Мужское,Пуховики,MONCLER,Полиэстер,Коричневый,Новое с биркой,Бутик,32.0,170266.0,"the flight down jacket by moncler + rick owens is a lightweight, quilted style, ideal for a practical and stylish look. the wool cuffs and collar offer comfort and warmth, while the front zip closure ensures a secure fit. the two side welt pockets add functionality, and the iconic patch sewn onto the left arm completes the design, giving the garment a distinctive and contemporary touch. a versatile down jacket that combines comfort and sophistication. sku: mu01f1a06m8114_828 season: ss26 fit: regular composition: inner 100% goose down outer 100% polyester made in romania",missing_label
INT_S/M/L/XL/2XL,Мужское,Куртки,ZEGNA,Лен,Коричневый,Новое с биркой,Бутик,42.0,203003.0,"the oasi linen shirt by zegna is an elegant and functional garment, crafted from fine linen to ensure lightness and breathability. characterized by a regular fit, it stands out for its versatile and refined design. it features a bowling collar and a button closure up to the neck, enhancing the garment’s essential and contemporary style. the shirt-style cuffs and leather details add a distinctive touch. the design is completed with two front upper pockets, combining practicality and style. sku: uhv71a3sot54m09g_054 season: ss26 fit: regular composition: general 100% linen made in italy",missing_label
IT_46/48,Мужское,Повседневные костюмы,ZEGNA,missing_label,Мульти,Новое с биркой,Бутик,45.0,218362.0,"the tailored suit by zegna in a wool and linen blend embodies refined, contemporary elegance. designed with a regular fit and drop 7, it features classic lapels and flap pockets that enhance its formal aesthetic. the canvassed construction highlights the garment’s structure and artisanal quality, while the double back vents ensure comfort and ease of movement. fully lined, it reflects meticulous tailoring and distinctive craftsmanship. sku: 350701a328qcgn7r_001 season: ss26 fit: regular composition: general 91% wool 9% linen made in china",missing_label
IT_48,Мужское,Куртки,VERSACE,Хлопок,Бежевый,Новое с биркой,Бутик,42.0,208444.0,"the cappuccino cotton jacket by versace reimagines everyday outerwear with understated sophistication and couture-level detailing. a contrasting leather collar introduces a bold note to its clean, structured silhouette, while the concealed front zip maintains an uninterrupted, streamlined look. a chest pocket and two front welt pockets blend seamlessly into the minimalist design, enhanced by buttoned cuffs and adjustable hem tabs that refine the fit. the fully lined interior, complete with practical welt pockets, reflects the maison’s dedication to comfort and functionality, elevating this essential jacket into a piece defined by precise, contemporary elegance. sku: 10222441a16802_1km00 season: ss26 fit: regular composition: outer 100% cotton inner 100% cupro made in italy",missing_label
INT_S/L,Мужское,Джемперы и свитеры,UMIT BENAN,Шелк,Голубой,Новое с биркой,Бутик,44.0,219415.0,"the ralph crewneck sweater in silk and cashmere by umit benan is crafted from a refined yarn blend with a soft and lightweight feel. it features a relaxed shape with raglan sleeves and ribbed trims at the neckline, cuffs and hem. the clean design reflects the understated and contemporary elegance of umit benan. sku: m99001907_0601 season: ss26 fit: regular composition: general 55% silk 45% kashmir/capra hircus made in italy",missing_label
INT_XL,Мужское,Поло с коротким рукавом,CORNELIANI,missing_label,Синий,Отличное состояние,Частный продавец,0.0,10000.0,"отличное состояние. длина 65 см, ширина груди 53 см, плечи 45 см",Хлопок
IT_50,Мужское,Кэжуал рубашки,BOTTEGA VENETA,missing_label,Серый,Хорошее состояние,Частный продавец,80.0,51000.0,"рубашка поло bottega veneta. оригинал! цвет серый. состав лен/хлопок. размер 50it. идет в размер, ориентируйтесь на замеры 👉🏻 длина 72, ширина груди 56, ширина плеч 44. модель по фигуре, не овер! важно: есть нюанс - исправлено в профф.ателье - в носке не заметно. подробное видео пришлю по запросу. в остальном все прекрасно.",missing_label
INT_M/L/XL,Мужское,Куртки,ZEGNA,Лен,Мульти,Новое с биркой,Бутик,42.0,213973.0,"the crossover overshirt in a linen, wool and silk blend by zegna features a regular silhouette that combines relaxed elegance with refined materiality. the construction is defined by a shirt collar, a front button closure and chest flap pockets that recall a functional and sophisticated aesthetic. shirt cuffs and a straight hem complete the line with balance, while leather details and elbow patches add depth and character to the garment. the double back vents introduce movement while maintaining a comfortable and contemporary fit. sku: uhv75a3sot52n03g_054 season: ss26 fit: regular composition: general 49% linen 31% wool ovis aries 19% silk 1% elastane made in italy",missing_label
INT_XL,Мужское,Худи и толстовки,BALLANTYNE,Хлопок,Серый,Отличное состояние,Частный продавец,67.0,30000.0,в идеале!,missing_label
INT_XL,Мужское,Куртки,ZEGNA,Лен,Мульти,Новое с биркой,Бутик,42.0,213973.0,"the crossover overshirt in linen, wool, and silk by zegna combines refined materials with a contemporary design. it features a front button fastening and a classic shirt collar. the long sleeves are finished with buttoned cuffs and elbow patches for a functional and distinctive touch. a leather zegna 232 road brand mark is applied at the back of the neck. patch chest pockets with flaps, side slits at the hem, and a straight hem complete the balanced and versatile silhouette. sku: uhv22a3sot6bv04_054 season: ss26 fit: regular composition: general 50% linen 31% wool ovis aries 19% silk made in china",missing_label
